suspicious_permissions,network_operations,file_encryption_ops,sensitive_api_calls,aviation_app_impersonation,data_size_exfiltrated,background_processes,flight_plan_access_frequency,label,threat_name
3,61,9,5,1,5.319953660633354,7,14,2,MAINTENANCE_LOG_TAMPERING
4,102,6,2,1,41.031115860842846,5,6,1,EFB_DATA_EXFILTRATION
6,62,9,3,1,9.482799776592287,7,18,2,MAINTENANCE_LOG_TAMPERING
4,27,7,2,1,7.89552987660425,4,24,2,MAINTENANCE_LOG_TAMPERING
4,26,9,5,1,7.247681702660395,7,21,2,MAINTENANCE_LOG_TAMPERING
3,60,7,2,1,49.124329190631215,5,19,1,EFB_DATA_EXFILTRATION
5,76,7,3,1,3.7479561120893576,4,16,2,MAINTENANCE_LOG_TAMPERING
4,56,5,2,1,9.293898192327376,5,17,2,MAINTENANCE_LOG_TAMPERING
4,90,6,2,1,7.37772687299963,3,7,1,EFB_DATA_EXFILTRATION
4,55,2,5,1,0.10363984174009822,2,37,0,FLIGHT_PLAN_INJECTION
6,110,5,3,1,11.563500149757704,5,16,1,EFB_DATA_EXFILTRATION
3,105,4,1,1,40.91791723078077,3,17,1,EFB_DATA_EXFILTRATION
0,8,1,0,0,0.04707337614161178,1,2,3,BENIGN
2,34,4,4,1,0.36375169626230963,2,33,0,FLIGHT_PLAN_INJECTION
3,46,5,3,1,8.136825582869893,4,29,2,MAINTENANCE_LOG_TAMPERING
5,68,3,2,1,23.47381012760222,6,9,1,EFB_DATA_EXFILTRATION
2,18,0,0,0,0.08937925173553218,1,1,3,BENIGN
3,37,9,2,1,9.07537611761285,7,19,2,MAINTENANCE_LOG_TAMPERING
5,48,9,2,1,1.979654835623428,5,23,2,MAINTENANCE_LOG_TAMPERING
4,109,4,2,1,25.787033278693585,5,7,1,EFB_DATA_EXFILTRATION
3,94,4,7,1,1.2322381105948221,4,39,0,FLIGHT_PLAN_INJECTION
4,79,5,2,1,1.1907565362736212,6,24,2,MAINTENANCE_LOG_TAMPERING
3,29,5,2,1,6.571975783677754,6,25,2,MAINTENANCE_LOG_TAMPERING
4,80,2,6,1,1.902242562985664,4,45,0,FLIGHT_PLAN_INJECTION
6,36,9,5,1,0.6899305190633247,7,24,2,MAINTENANCE_LOG_TAMPERING
4,127,4,2,1,32.36608548154142,4,16,1,EFB_DATA_EXFILTRATION
6,30,9,3,1,8.819352331657091,7,10,2,MAINTENANCE_LOG_TAMPERING
5,68,7,2,1,5.071887182529934,5,16,2,MAINTENANCE_LOG_TAMPERING
5,42,4,5,1,1.1588440213003177,3,21,0,FLIGHT_PLAN_INJECTION
2,65,1,4,1,0.3762906851759683,4,31,0,FLIGHT_PLAN_INJECTION
3,30,3,5,1,1.3542224826377927,4,43,0,FLIGHT_PLAN_INJECTION
3,85,4,2,1,38.30024923740706,6,6,1,EFB_DATA_EXFILTRATION
2,7,0,0,0,0.05485558443003241,1,1,3,BENIGN
5,142,5,3,1,37.720837333098224,3,15,1,EFB_DATA_EXFILTRATION
3,35,8,5,1,1.1766282729893556,5,15,2,MAINTENANCE_LOG_TAMPERING
7,53,9,2,1,1.1134496398741947,7,15,2,MAINTENANCE_LOG_TAMPERING
3,85,3,1,1,34.523200263974275,5,15,1,EFB_DATA_EXFILTRATION
5,47,9,5,1,5.990156139318633,4,26,2,MAINTENANCE_LOG_TAMPERING
4,63,2,5,1,1.987897269658208,3,43,0,FLIGHT_PLAN_INJECTION
3,45,5,2,1,1.265807240429067,6,15,2,MAINTENANCE_LOG_TAMPERING
5,133,7,2,1,46.24805181551507,4,7,1,EFB_DATA_EXFILTRATION
2,51,2,7,1,1.0264415606575414,3,31,0,FLIGHT_PLAN_INJECTION
4,29,6,3,1,6.7147039108235695,7,10,2,MAINTENANCE_LOG_TAMPERING
3,143,4,2,1,25.36115226864541,4,13,1,EFB_DATA_EXFILTRATION
3,114,4,3,1,38.24210919321174,5,5,1,EFB_DATA_EXFILTRATION
0,15,1,0,0,0.07346899797300632,1,1,3,BENIGN
4,64,3,6,1,1.4412444101367223,2,22,0,FLIGHT_PLAN_INJECTION
2,14,0,0,0,0.03599096852821437,1,4,3,BENIGN
4,32,3,3,1,0.5490923993408211,3,24,0,FLIGHT_PLAN_INJECTION
4,58,7,3,1,4.462059367148964,6,21,2,MAINTENANCE_LOG_TAMPERING
6,105,3,3,1,5.862201777771908,6,14,1,EFB_DATA_EXFILTRATION
3,43,7,4,1,1.4774246736108008,4,27,2,MAINTENANCE_LOG_TAMPERING
7,29,5,5,1,3.0267334657601466,6,18,2,MAINTENANCE_LOG_TAMPERING
4,79,4,1,1,39.690305747581185,4,19,1,EFB_DATA_EXFILTRATION
4,53,1,7,1,0.22395686293341804,2,36,0,FLIGHT_PLAN_INJECTION
4,37,2,5,1,0.9668429822782657,4,33,0,FLIGHT_PLAN_INJECTION
0,5,0,0,0,0.43350753923600444,2,4,3,BENIGN
5,48,2,4,1,1.213176265480225,3,38,0,FLIGHT_PLAN_INJECTION
0,11,1,0,0,0.3541772195714848,1,3,3,BENIGN
2,73,3,7,1,1.6580794032775095,2,30,0,FLIGHT_PLAN_INJECTION
2,49,3,4,1,1.9979527660803325,4,29,0,FLIGHT_PLAN_INJECTION
3,49,8,5,1,6.473123605347392,5,26,2,MAINTENANCE_LOG_TAMPERING
5,87,1,4,1,1.0334998637233308,3,30,0,FLIGHT_PLAN_INJECTION
3,20,9,5,1,2.1447995171014087,4,14,2,MAINTENANCE_LOG_TAMPERING
4,112,4,3,1,45.515298374343274,5,6,1,EFB_DATA_EXFILTRATION
3,50,9,5,1,5.022419737432213,4,25,2,MAINTENANCE_LOG_TAMPERING
4,75,3,3,1,5.093668055746412,5,8,1,EFB_DATA_EXFILTRATION
3,89,4,5,1,0.5462600320662507,4,26,0,FLIGHT_PLAN_INJECTION
3,79,2,3,1,1.9047022031306309,4,46,0,FLIGHT_PLAN_INJECTION
5,109,4,2,1,49.21521628669115,3,18,1,EFB_DATA_EXFILTRATION
4,31,5,4,1,7.863430654557767,5,10,2,MAINTENANCE_LOG_TAMPERING
3,52,2,6,1,1.7217750907016207,4,47,0,FLIGHT_PLAN_INJECTION
2,10,1,0,0,0.28351795660946516,1,2,3,BENIGN
3,110,5,1,1,25.648331794075837,5,13,1,EFB_DATA_EXFILTRATION
4,57,5,5,1,1.2624521398651285,7,24,2,MAINTENANCE_LOG_TAMPERING
0,12,0,0,0,0.18483298874709214,2,4,3,BENIGN
4,146,3,3,1,20.182138046741553,3,16,1,EFB_DATA_EXFILTRATION
5,73,8,3,1,8.11158706780925,7,24,2,MAINTENANCE_LOG_TAMPERING
5,65,2,3,1,0.658301545643364,3,41,0,FLIGHT_PLAN_INJECTION
3,71,7,3,1,7.0494074407043,7,28,2,MAINTENANCE_LOG_TAMPERING
4,30,3,7,1,0.5381775615818503,3,36,0,FLIGHT_PLAN_INJECTION
3,42,2,6,1,0.7640176567256267,4,22,0,FLIGHT_PLAN_INJECTION
4,33,9,4,1,6.508138037932758,4,16,2,MAINTENANCE_LOG_TAMPERING
2,15,0,0,0,0.4753748030211293,1,1,3,BENIGN
1,9,0,0,0,0.473007802634181,2,0,3,BENIGN
7,62,5,5,1,7.9445567569870095,4,25,2,MAINTENANCE_LOG_TAMPERING
5,37,9,3,1,8.993926515895778,5,17,2,MAINTENANCE_LOG_TAMPERING
2,7,0,0,0,0.4151217639852037,1,0,3,BENIGN
3,74,3,3,1,23.09528235415808,5,19,1,EFB_DATA_EXFILTRATION
3,63,9,4,1,5.410319560351798,7,15,2,MAINTENANCE_LOG_TAMPERING
4,76,1,5,1,1.5859864794664429,2,34,0,FLIGHT_PLAN_INJECTION
0,8,1,0,0,0.36439459505207716,2,3,3,BENIGN
6,45,9,2,1,2.2470122139876323,5,28,2,MAINTENANCE_LOG_TAMPERING
4,66,4,7,1,0.8498866041384711,2,34,0,FLIGHT_PLAN_INJECTION
6,118,7,1,1,36.28089720582882,5,7,1,EFB_DATA_EXFILTRATION
3,77,5,3,1,1.8130017009328077,5,12,2,MAINTENANCE_LOG_TAMPERING
4,110,4,3,1,34.85319553591744,3,13,1,EFB_DATA_EXFILTRATION
3,144,5,3,1,37.99046862861212,3,19,1,EFB_DATA_EXFILTRATION
1,15,1,0,0,0.34721247476182426,1,2,3,BENIGN
4,30,9,5,1,6.622297459565028,7,28,2,MAINTENANCE_LOG_TAMPERING
4,54,3,6,1,0.32068918016087566,2,23,0,FLIGHT_PLAN_INJECTION
5,84,6,2,1,40.230354590255054,4,11,1,EFB_DATA_EXFILTRATION
7,28,9,2,1,4.372277930569964,4,15,2,MAINTENANCE_LOG_TAMPERING
4,56,5,3,1,42.03826324287566,6,7,1,EFB_DATA_EXFILTRATION
0,18,1,0,0,0.48068090001780683,1,3,3,BENIGN
5,72,9,2,1,3.435276377474763,7,11,2,MAINTENANCE_LOG_TAMPERING
4,61,4,3,1,49.74660393650573,6,17,1,EFB_DATA_EXFILTRATION
4,31,2,4,1,0.27015380981321796,3,38,0,FLIGHT_PLAN_INJECTION
3,59,1,7,1,1.3784982275796487,3,46,0,FLIGHT_PLAN_INJECTION
5,110,5,3,1,29.897888719142415,3,16,1,EFB_DATA_EXFILTRATION
4,96,5,1,1,48.87385531713097,5,7,1,EFB_DATA_EXFILTRATION
3,65,7,3,1,12.160442429238,5,7,1,EFB_DATA_EXFILTRATION
2,79,1,6,1,0.7196514213307149,2,22,0,FLIGHT_PLAN_INJECTION
5,36,5,5,1,3.4049747329012967,5,13,2,MAINTENANCE_LOG_TAMPERING
3,107,3,1,1,11.556797528637905,5,18,1,EFB_DATA_EXFILTRATION
5,75,3,6,1,0.45942654084324774,4,31,0,FLIGHT_PLAN_INJECTION
3,51,6,3,1,39.562712811166264,5,9,1,EFB_DATA_EXFILTRATION
4,66,1,5,1,1.2379138013124533,3,45,0,FLIGHT_PLAN_INJECTION
5,23,7,2,1,4.053603415158186,7,24,2,MAINTENANCE_LOG_TAMPERING
5,62,9,5,1,2.748707853819117,6,29,2,MAINTENANCE_LOG_TAMPERING
4,64,4,3,1,0.8696598515679098,3,49,0,FLIGHT_PLAN_INJECTION
2,7,1,0,0,0.16099694816338245,1,2,3,BENIGN
5,82,2,4,1,1.2259216601444776,2,34,0,FLIGHT_PLAN_INJECTION
4,99,4,3,1,35.290451214398914,5,14,1,EFB_DATA_EXFILTRATION
3,124,5,3,1,41.315613604964774,3,15,1,EFB_DATA_EXFILTRATION
5,109,3,1,1,9.093643179208524,5,18,1,EFB_DATA_EXFILTRATION
6,148,7,3,1,18.306984660073205,6,12,1,EFB_DATA_EXFILTRATION
4,91,3,4,1,1.2445568045696573,2,32,0,FLIGHT_PLAN_INJECTION
5,89,3,7,1,0.7804568417995043,2,24,0,FLIGHT_PLAN_INJECTION
6,138,7,3,1,26.641295415889378,5,5,1,EFB_DATA_EXFILTRATION
3,21,7,3,1,9.050998372483743,4,13,2,MAINTENANCE_LOG_TAMPERING
7,41,9,4,1,6.907535138349507,6,18,2,MAINTENANCE_LOG_TAMPERING
6,144,6,3,1,49.04670352983537,6,18,1,EFB_DATA_EXFILTRATION
3,59,9,4,1,8.84345756867189,6,21,2,MAINTENANCE_LOG_TAMPERING
4,134,3,2,1,29.512619449510304,6,10,1,EFB_DATA_EXFILTRATION
4,42,2,3,1,0.5561183262760908,4,34,0,FLIGHT_PLAN_INJECTION
3,144,4,2,1,15.950953396322703,4,9,1,EFB_DATA_EXFILTRATION
4,49,9,2,1,8.623430150919948,5,16,2,MAINTENANCE_LOG_TAMPERING
4,121,7,3,1,17.702198026209523,4,16,1,EFB_DATA_EXFILTRATION
3,58,7,3,1,0.8718823792856569,4,12,2,MAINTENANCE_LOG_TAMPERING
3,24,8,4,1,8.915330764942924,5,17,2,MAINTENANCE_LOG_TAMPERING
3,103,6,1,1,32.4623997000202,5,17,1,EFB_DATA_EXFILTRATION
3,73,5,5,1,9.525985677739616,6,13,2,MAINTENANCE_LOG_TAMPERING
5,85,1,4,1,1.092342412576308,3,36,0,FLIGHT_PLAN_INJECTION
3,46,8,3,1,3.7616439219480413,5,13,2,MAINTENANCE_LOG_TAMPERING
2,12,0,0,0,0.06728042533643175,2,0,3,BENIGN
6,101,3,3,1,20.505570325644875,5,16,1,EFB_DATA_EXFILTRATION
2,84,4,5,1,0.3104894320315043,2,37,0,FLIGHT_PLAN_INJECTION
4,26,9,3,1,7.723959066067011,7,19,2,MAINTENANCE_LOG_TAMPERING
5,74,1,4,1,0.9189824889024863,4,42,0,FLIGHT_PLAN_INJECTION
3,96,3,3,1,31.461890204454246,4,8,1,EFB_DATA_EXFILTRATION
5,32,4,6,1,0.4481861429092181,2,22,0,FLIGHT_PLAN_INJECTION
3,78,2,4,1,1.4688898025083734,3,43,0,FLIGHT_PLAN_INJECTION
6,138,6,1,1,35.18757052233218,6,13,1,EFB_DATA_EXFILTRATION
4,30,3,7,1,1.519917554408772,3,45,0,FLIGHT_PLAN_INJECTION
5,38,4,5,1,1.0218551787968135,2,45,0,FLIGHT_PLAN_INJECTION
4,134,5,3,1,17.703640400512985,4,5,1,EFB_DATA_EXFILTRATION
5,29,8,3,1,8.119814571533762,7,21,2,MAINTENANCE_LOG_TAMPERING
5,48,7,2,1,3.09227878198451,5,26,2,MAINTENANCE_LOG_TAMPERING
3,68,5,1,1,6.436415379854457,4,11,1,EFB_DATA_EXFILTRATION
5,29,6,3,1,3.725306119082516,4,20,2,MAINTENANCE_LOG_TAMPERING
4,145,4,2,1,26.490046980343102,6,13,1,EFB_DATA_EXFILTRATION
4,26,6,2,1,1.972826433279116,5,18,2,MAINTENANCE_LOG_TAMPERING
5,94,4,7,1,0.9639189133585718,3,26,0,FLIGHT_PLAN_INJECTION
5,33,8,4,1,4.789518041351325,6,10,2,MAINTENANCE_LOG_TAMPERING
0,6,1,0,0,0.131892051224137,2,4,3,BENIGN
3,94,2,4,1,1.6354007626360185,3,31,0,FLIGHT_PLAN_INJECTION
3,75,3,4,1,0.573068205839877,3,48,0,FLIGHT_PLAN_INJECTION
1,19,0,0,0,0.17531804073920393,2,3,3,BENIGN
4,131,3,1,1,7.167629441139399,3,14,1,EFB_DATA_EXFILTRATION
3,121,5,1,1,24.357400363152482,3,10,1,EFB_DATA_EXFILTRATION
4,75,4,2,1,28.948383177289802,5,7,1,EFB_DATA_EXFILTRATION
5,60,4,3,1,37.85425409588597,6,19,1,EFB_DATA_EXFILTRATION
2,99,2,4,1,0.5280049795206045,4,30,0,FLIGHT_PLAN_INJECTION
3,138,4,3,1,10.807402392923276,4,12,1,EFB_DATA_EXFILTRATION
3,148,7,1,1,15.297494189880384,3,5,1,EFB_DATA_EXFILTRATION
3,95,4,3,1,0.7401027520980683,2,49,0,FLIGHT_PLAN_INJECTION
0,18,0,0,0,0.47654115611119163,1,2,3,BENIGN
5,37,3,3,1,1.4788223742852233,2,44,0,FLIGHT_PLAN_INJECTION
4,63,5,3,1,15.315762324741447,5,8,1,EFB_DATA_EXFILTRATION
5,124,5,1,1,12.50562731224656,6,13,1,EFB_DATA_EXFILTRATION
4,88,1,5,1,1.4236671326117607,2,27,0,FLIGHT_PLAN_INJECTION
3,61,6,4,1,3.862754159471819,6,10,2,MAINTENANCE_LOG_TAMPERING
4,57,7,5,1,1.876940142580148,4,20,2,MAINTENANCE_LOG_TAMPERING
2,14,1,0,0,0.05336834100729876,1,2,3,BENIGN
5,53,3,6,1,1.7614336918054134,2,40,0,FLIGHT_PLAN_INJECTION
2,60,3,4,1,0.42106460152213876,3,37,0,FLIGHT_PLAN_INJECTION
0,17,1,0,0,0.15114995206117293,1,2,3,BENIGN
3,47,8,4,1,5.308928474028027,5,18,2,MAINTENANCE_LOG_TAMPERING
5,97,4,4,1,1.4942176381304455,2,25,0,FLIGHT_PLAN_INJECTION
4,41,3,3,1,1.091813284827548,3,38,0,FLIGHT_PLAN_INJECTION
4,88,4,6,1,0.740051892007143,3,27,0,FLIGHT_PLAN_INJECTION
4,85,3,4,1,1.7773820052448015,3,31,0,FLIGHT_PLAN_INJECTION
3,34,1,6,1,1.8066199578749145,4,20,0,FLIGHT_PLAN_INJECTION
6,112,3,3,1,45.89831200470447,3,6,1,EFB_DATA_EXFILTRATION
2,5,0,0,0,0.20143749263141036,1,4,3,BENIGN
5,51,1,5,1,1.8875793458882204,4,30,0,FLIGHT_PLAN_INJECTION
4,56,4,7,1,0.23216624862418794,4,33,0,FLIGHT_PLAN_INJECTION
3,88,4,1,1,30.09828831490003,6,7,1,EFB_DATA_EXFILTRATION
4,80,4,2,1,32.86016128865394,5,18,1,EFB_DATA_EXFILTRATION
6,118,7,3,1,26.77582931595343,3,19,1,EFB_DATA_EXFILTRATION
3,58,1,4,1,0.5078303426633763,2,36,0,FLIGHT_PLAN_INJECTION
4,119,6,1,1,27.037366422842748,5,18,1,EFB_DATA_EXFILTRATION
5,63,1,4,1,1.9806741317809304,3,24,0,FLIGHT_PLAN_INJECTION
4,58,5,2,1,9.567537349000045,3,11,1,EFB_DATA_EXFILTRATION
6,45,6,5,1,6.087709429568018,4,13,2,MAINTENANCE_LOG_TAMPERING
3,27,8,2,1,9.80101306903453,7,29,2,MAINTENANCE_LOG_TAMPERING
5,57,9,2,1,1.5323260189458217,5,27,2,MAINTENANCE_LOG_TAMPERING
7,34,7,2,1,6.18934136563948,5,25,2,MAINTENANCE_LOG_TAMPERING
2,7,0,0,0,0.07872566682313259,2,1,3,BENIGN
0,7,1,0,0,0.2954744800758006,2,4,3,BENIGN
6,42,7,3,1,7.105860211566704,7,12,2,MAINTENANCE_LOG_TAMPERING
4,108,7,3,1,31.089425400522913,6,10,1,EFB_DATA_EXFILTRATION
4,130,3,1,1,46.835890360886786,6,14,1,EFB_DATA_EXFILTRATION
3,78,6,3,1,36.2602448815574,4,10,1,EFB_DATA_EXFILTRATION
4,34,5,4,1,7.90459077413176,6,13,2,MAINTENANCE_LOG_TAMPERING
0,10,0,0,0,0.010115730852556126,1,1,3,BENIGN
7,50,7,2,1,4.665456785301817,4,25,2,MAINTENANCE_LOG_TAMPERING
5,121,6,2,1,8.22253604402832,5,12,1,EFB_DATA_EXFILTRATION
5,60,6,4,1,9.976703735364921,7,12,2,MAINTENANCE_LOG_TAMPERING
3,146,5,3,1,13.784398988097628,5,11,1,EFB_DATA_EXFILTRATION
3,46,1,5,1,0.3189290604882339,4,34,0,FLIGHT_PLAN_INJECTION
0,8,1,0,0,0.3934351345925626,1,0,3,BENIGN
2,79,3,3,1,0.5050881372458031,4,31,0,FLIGHT_PLAN_INJECTION
5,52,3,3,1,9.33098558709072,5,11,1,EFB_DATA_EXFILTRATION
6,82,5,2,1,26.26691174789724,6,8,1,EFB_DATA_EXFILTRATION
1,9,1,0,0,0.4016887857189606,2,1,3,BENIGN
3,69,2,5,1,1.6162294855384594,2,28,0,FLIGHT_PLAN_INJECTION
3,82,3,3,1,22.77953388566552,6,19,1,EFB_DATA_EXFILTRATION
7,41,6,4,1,3.748337067185011,5,19,2,MAINTENANCE_LOG_TAMPERING
4,73,4,1,1,14.465016603016927,3,9,1,EFB_DATA_EXFILTRATION
3,85,4,3,1,22.04045111598442,6,17,1,EFB_DATA_EXFILTRATION
4,119,7,1,1,34.10341637380465,4,13,1,EFB_DATA_EXFILTRATION
4,64,5,1,1,21.27291413060467,4,19,1,EFB_DATA_EXFILTRATION
0,12,1,0,0,0.25104516840801744,2,3,3,BENIGN
7,33,6,5,1,2.281944999278189,7,26,2,MAINTENANCE_LOG_TAMPERING
3,58,8,2,1,2.5692569332094712,5,27,2,MAINTENANCE_LOG_TAMPERING
1,12,1,0,0,0.048293615134472834,2,1,3,BENIGN
6,70,8,3,1,3.4038086896283444,7,17,2,MAINTENANCE_LOG_TAMPERING
3,52,4,3,1,42.79028160278257,6,16,1,EFB_DATA_EXFILTRATION
5,49,5,2,1,9.267699563755533,6,11,2,MAINTENANCE_LOG_TAMPERING
4,53,2,6,1,0.4510017092119092,4,26,0,FLIGHT_PLAN_INJECTION
4,33,6,5,1,2.946383017105735,7,13,2,MAINTENANCE_LOG_TAMPERING
3,52,4,3,1,21.39821177613068,3,13,1,EFB_DATA_EXFILTRATION
5,62,2,5,1,1.611228030832974,2,34,0,FLIGHT_PLAN_INJECTION
3,33,8,5,1,0.6056094321765495,7,27,2,MAINTENANCE_LOG_TAMPERING
5,43,7,5,1,0.8983888231892531,4,15,2,MAINTENANCE_LOG_TAMPERING
5,145,4,2,1,44.31892063972012,6,15,1,EFB_DATA_EXFILTRATION
7,63,9,3,1,4.401784631167175,5,23,2,MAINTENANCE_LOG_TAMPERING
4,48,4,4,1,1.3197225027460995,4,40,0,FLIGHT_PLAN_INJECTION
7,40,9,2,1,9.590253753873924,6,24,2,MAINTENANCE_LOG_TAMPERING
4,90,5,3,1,30.213653993654564,4,9,1,EFB_DATA_EXFILTRATION
4,41,7,5,1,9.00849201940167,4,16,2,MAINTENANCE_LOG_TAMPERING
5,75,3,6,1,1.517336934983561,2,22,0,FLIGHT_PLAN_INJECTION
3,142,5,1,1,25.788831750062606,5,17,1,EFB_DATA_EXFILTRATION
4,60,2,3,1,1.3338608880172376,4,28,0,FLIGHT_PLAN_INJECTION
3,108,4,3,1,31.33644018071822,4,17,1,EFB_DATA_EXFILTRATION
4,32,1,4,1,1.6484379422377076,2,25,0,FLIGHT_PLAN_INJECTION
6,68,5,2,1,36.88443283372238,4,17,1,EFB_DATA_EXFILTRATION
2,9,0,0,0,0.46337388567258414,2,2,3,BENIGN
3,64,3,3,1,0.4517882059523328,3,48,0,FLIGHT_PLAN_INJECTION
3,62,5,2,1,1.8811758243684191,7,27,2,MAINTENANCE_LOG_TAMPERING
1,17,0,0,0,0.3583359341414688,1,2,3,BENIGN
4,22,5,2,1,2.144088517406697,4,23,2,MAINTENANCE_LOG_TAMPERING
4,58,7,3,1,9.368119766972148,4,6,1,EFB_DATA_EXFILTRATION
6,107,7,2,1,24.985978284111205,3,9,1,EFB_DATA_EXFILTRATION
4,75,3,1,1,32.31645072183933,4,14,1,EFB_DATA_EXFILTRATION
3,107,3,3,1,49.22839610429279,5,6,1,EFB_DATA_EXFILTRATION
5,80,3,3,1,0.8037865107558742,2,34,0,FLIGHT_PLAN_INJECTION
4,79,6,2,1,8.586838173305821,6,10,2,MAINTENANCE_LOG_TAMPERING
6,110,6,3,1,33.435431207976414,3,12,1,EFB_DATA_EXFILTRATION
3,94,4,2,1,48.04070256841634,5,7,1,EFB_DATA_EXFILTRATION
1,10,1,0,0,0.3310826773473538,2,0,3,BENIGN
5,75,5,4,1,5.374404833852505,5,26,2,MAINTENANCE_LOG_TAMPERING
2,30,4,3,1,1.7518364133773183,2,43,0,FLIGHT_PLAN_INJECTION
5,111,7,2,1,48.75436651118973,4,9,1,EFB_DATA_EXFILTRATION
4,91,6,3,1,48.165736309271395,5,11,1,EFB_DATA_EXFILTRATION
4,61,4,2,1,10.645614029344188,3,6,1,EFB_DATA_EXFILTRATION
3,57,3,5,1,1.9461359460700502,2,40,0,FLIGHT_PLAN_INJECTION
2,36,3,6,1,1.4124376467464435,3,39,0,FLIGHT_PLAN_INJECTION
2,98,4,4,1,1.9313888494099278,4,25,0,FLIGHT_PLAN_INJECTION
5,129,4,3,1,37.53113819906233,4,9,1,EFB_DATA_EXFILTRATION
4,61,1,5,1,0.6853443923803617,2,47,0,FLIGHT_PLAN_INJECTION
7,32,7,3,1,5.575324865211981,6,21,2,MAINTENANCE_LOG_TAMPERING
7,40,7,2,1,3.3397320131987303,7,11,2,MAINTENANCE_LOG_TAMPERING
4,108,5,2,1,14.233783302690501,4,6,1,EFB_DATA_EXFILTRATION
4,66,2,3,1,1.1827360411365573,2,33,0,FLIGHT_PLAN_INJECTION
4,91,1,5,1,0.5244486571010931,4,35,0,FLIGHT_PLAN_INJECTION
3,71,4,7,1,1.4463983261448685,2,48,0,FLIGHT_PLAN_INJECTION
7,25,6,4,1,5.325366038134595,6,19,2,MAINTENANCE_LOG_TAMPERING
7,30,7,3,1,2.961640990578517,4,18,2,MAINTENANCE_LOG_TAMPERING
5,29,7,4,1,5.810306375276886,6,26,2,MAINTENANCE_LOG_TAMPERING
4,99,3,6,1,0.771874255484741,2,26,0,FLIGHT_PLAN_INJECTION
6,143,4,1,1,19.364177112148884,4,18,1,EFB_DATA_EXFILTRATION
2,34,3,7,1,1.6597125428046156,3,20,0,FLIGHT_PLAN_INJECTION
6,119,4,2,1,8.446425233767691,4,5,1,EFB_DATA_EXFILTRATION
3,62,3,3,1,1.7521825153910275,2,20,0,FLIGHT_PLAN_INJECTION
5,66,2,7,1,1.586986234830104,3,33,0,FLIGHT_PLAN_INJECTION
6,65,6,5,1,2.8154982892641938,6,19,2,MAINTENANCE_LOG_TAMPERING
4,95,2,3,1,0.12276167636553538,3,44,0,FLIGHT_PLAN_INJECTION
3,52,4,6,1,1.1820901786027636,4,45,0,FLIGHT_PLAN_INJECTION
4,69,1,6,1,0.7796680373757954,2,31,0,FLIGHT_PLAN_INJECTION
4,32,2,3,1,0.5349811007716377,2,41,0,FLIGHT_PLAN_INJECTION
2,62,3,4,1,0.7403338431054964,4,47,0,FLIGHT_PLAN_INJECTION
2,73,2,3,1,1.2250766399788413,4,37,0,FLIGHT_PLAN_INJECTION
5,45,4,5,1,1.1810299582580568,3,44,0,FLIGHT_PLAN_INJECTION
3,37,2,3,1,0.4758712802488796,3,31,0,FLIGHT_PLAN_INJECTION
3,97,3,1,1,16.429435214225975,4,18,1,EFB_DATA_EXFILTRATION
4,47,3,3,1,1.1432547318681103,4,42,0,FLIGHT_PLAN_INJECTION
4,78,6,2,1,17.66362376556009,4,14,1,EFB_DATA_EXFILTRATION
5,32,5,5,1,1.463379813588492,4,11,2,MAINTENANCE_LOG_TAMPERING
5,54,1,3,1,1.6752538812090716,3,27,0,FLIGHT_PLAN_INJECTION
4,44,8,2,1,8.081159934880475,4,24,2,MAINTENANCE_LOG_TAMPERING
4,39,3,7,1,1.8610571853478508,4,35,0,FLIGHT_PLAN_INJECTION
0,19,0,0,0,0.0022466234144600805,2,2,3,BENIGN
4,102,5,1,1,33.25155930815024,3,19,1,EFB_DATA_EXFILTRATION
7,77,9,5,1,2.6674604184612516,6,12,2,MAINTENANCE_LOG_TAMPERING
4,91,7,1,1,43.641807046931866,3,12,1,EFB_DATA_EXFILTRATION
4,136,3,2,1,17.359943521096408,6,12,1,EFB_DATA_EXFILTRATION
7,36,6,5,1,6.17962512263474,4,22,2,MAINTENANCE_LOG_TAMPERING
2,73,3,4,1,1.0561903582516752,4,35,0,FLIGHT_PLAN_INJECTION
4,81,6,1,1,8.871176924909157,6,12,1,EFB_DATA_EXFILTRATION
5,45,6,5,1,5.751889107673045,6,21,2,MAINTENANCE_LOG_TAMPERING
3,47,9,5,1,2.8255326109498213,5,19,2,MAINTENANCE_LOG_TAMPERING
2,84,2,3,1,1.3835239628525702,2,44,0,FLIGHT_PLAN_INJECTION
4,62,5,1,1,47.17377172033941,6,14,1,EFB_DATA_EXFILTRATION
7,56,7,5,1,9.341891562652947,5,22,2,MAINTENANCE_LOG_TAMPERING
3,111,4,2,1,36.42291169837662,6,6,1,EFB_DATA_EXFILTRATION
2,15,0,0,0,0.02561153551445411,1,0,3,BENIGN
6,48,6,5,1,2.8963944836184194,7,25,2,MAINTENANCE_LOG_TAMPERING
6,57,6,2,1,39.00632449849459,3,7,1,EFB_DATA_EXFILTRATION
6,40,9,4,1,1.4632513964136276,7,17,2,MAINTENANCE_LOG_TAMPERING
6,104,7,1,1,24.32954519233713,6,14,1,EFB_DATA_EXFILTRATION
3,80,2,3,1,0.22596806273187198,3,27,0,FLIGHT_PLAN_INJECTION
4,81,7,2,1,5.520074899253054,5,16,1,EFB_DATA_EXFILTRATION
